store_id,Sales,Year_open,Traffic_count,Food_away_3R,Food_away_5T,Pop_GE_18_3R,Pop_GE_18_5T,Pop_18_21_3R,Pop_18_21_5T,Pop_21_39_3R,Pop_21_39_5T,Pop_40_49_3R,Pop_40_49_5T,Pop_50_69_3R,Pop_50_69_5T,Pop_70_85_3R,Pop_70_85_5T,Likely_customers_1R,Likely_customers_5T,Competitor_A_index,Competitor_B_index,Competitor_C_index,Competitor_D_index,Bakeries_index_1R,Casual_dining_index_1R,Fast_food_index_1R,Low_grocery_index_1R,Mid_grocery_index_1R,Big_box_index_1R,Sandwich_shop_index_1R,Fast_food_8T,Big_box_1R,Pop_Associates_3R,Pop_Associates_5T,Pop_Bachelors_3R,Pop_Bachelors_5T,Pop_Doctorate_3R,Pop_Doctorate_5T,Pop_grades_9_12_3R,Pop_grades_9_12_5T,Pop_grad_school_3R,Pop_grad_school_5T,Pop_in_school_3R,Pop_in_school_5T,Pop_undergrads_3R,Pop_undergrads_5T,Pop_Masters_3R,Pop_Masters_5T,Pop_some_college_3R,Pop_some_college_5T,Tot_HH_Expend_3R,Tot_HH_Expend_5T,Cust_value,Cust_value_per_cap,Cust_value_region,Cust_value_per_cap_region,HHinc_LT_25K_3R,HHinc_LT_25K_5T,HHinc_25_49K_3R,HHinc_25_49K_5T,HHinc_50_74K_3R,HHinc_50_74K_5T,HHinc_75_99K_3R,HHinc_75_99K_5T,HHinc_GE_100K_3R,HHinc_GE_100K_5T,Avg_HHinc_3R,Avg_HHinc_5T,Med_HHinc_3R,Med_HHinc_5T,HH_1person_3R,HH_1person_5T,HH_2person_3R,HH_2person_5T,HH_3person_3R,HH_3person_5T,HH_4person_3R,HH_4person_5T,HH_5person_3R,HH_5person_5T,HH_6person_3R,HH_6person_5T,Brady_Bunch_3R,Brady_Bunch_5T,med_home_value_3R,med_home_value_5T,med_home_value_adj_3R,med_home_value_adj_5T,per_cap_inc_3R,per_cap_inc_5T,labor_blue_3R,labor_blue_5T,labor_farm_3R,labor_farm_5T,labor_white_col_3R,labor_white_col_5T,avg_LOR_3R,Pop_married_3R,Pop_married_5T,Distance_hwy,Distance_hwy_interstate,Distance_interstate,restaurants_3R,retail_3R,restaurants_retail_3R,Asian_HH_3R,Asian_HH_5T,Asian_pop_3R,Asian_pop_5T,Black_HH_3R,Black_HH_5T,Black_pop_3R,Black_pop_5T,Hispanic_HH_3R,Hispanic_HH_5T,Hispanic_pop_3R,Hispanic_pop_5T,HV,south,central,west,HD,free_standing,strip_mall,Big_box_0_5R,Sandwich_shop_8T,All_malls_1R,high_density,Competitor_A_0_5R,Competitor_A_1R,Competitor_B_0_5R,Competitor_B_1R,Competitor_C_0_5R,Competitor_C_1R,Competitor_D_0_5R,Competitor_D_1R,Bakeries_0_5R,Bakeries_1R,Low_grocery_0_5R,Low_grocery_1R,Mid_grocery_0_5R,Mid_grocery_1R,Malls_300K_0_5R,Malls_300K_1R,Universities_0_5R,Universities_1R,Universities_3R,Universities_5T,Universities_8T
237,1895725.364,2010,24958.78,2594.23,2441.97,72321,16528,3382,807,23935,5790,10131,2328,23234,5072,12584,2776,3115,5986,0.967309182,0,0.972858664,0,0.972858664,3.784271428,4.072206091,0,0,9.926129061,0.967309182,53,10,4839,1086,16142,3651,936,233,4168,824,807,223,19442,4410,3958,892,5738,1113,16234,3701,2119068644,468836159,886984.8629,37.59172172,2410431.768,85.34601166,9855,2677,11147,2762,8348,1914,4784,1058,8233,1517,73855,61621,50478,44086,16440,3971,14755,3397,5296,1260,3576,791,1445,317,567,131,290,61,151076,139739,238305.3631,220422.5234,34783,29825,7098,1724,6585,1698,29005,6234,12.79,35634,7487,0.432503316,0.432503316,0.432503316,284,727,1011,600,167,1684,474,3111,848,7200,1906,2548,581,8413,1800,1,0,0,1,1,1,0,7,6,8,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0
238,357726.639,2010,7756.98,2671.59,2764.94,7165,1526,364,77,2022,395,1198,260,2642,577,1043,238,566,369,0.907351285,0,1.249995,0,1.249995,4.676117405,0.944113275,0,0,8.858572266,1.520829295,9,11,606,117,969,206,62,16,257,57,243,65,1684,365,350,81,367,74,1982,438,181586979,35252317,87225.63077,46.93540659,136466.0879,71.72651159,674,109,1140,214,747,138,512,106,606,126,66477,68409,50636,53212,1019,187,1460,277,576,107,377,76,173,33,51,9,23,4,224457,232206,244002.5635,252426.3412,27938,25478,971,194,963,203,2714,593,7.52,3941,855,0.193939709,0.193939709,33.5146909,82,134,216,69,14,249,57,49,10,140,26,143,29,548,121,1,1,0,0,2,1,0,4,3,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
239,926275.2198,2010,24582.25,4449.33,5261.76,55129,16100,3393,1376,21317,3779,12328,4163,16397,6267,2368,732,4767,6640,1.249995,0,0,0,1.249995,0,4.848237912,0,1.249995,1.988417461,3.749985,33,2,3420,882,17860,5776,587,141,4848,1705,1240,372,23945,8276,4202,1406,8113,2197,9402,2629,2195139579,679679153,466817.1786,43.8750156,1109729.821,88.72126184,2654,422,5521,791,5005,1011,3587,1019,12718,4439,123219,152702,85082,112578,8190,1216,8486,2136,5280,1703,5004,1747,1757,654,552,161,218,65,275409,277560,355677.8504,358455.7664,48689,52104,4229,1197,4467,1285,33675,9155,8.15,33377,11288,1.183398944,1.183398944,2.164445199,203,432,635,5019,1196,15684,4083,3228,323,6339,831,3542,679,11320,2538,1,0,0,1,1,1,0,1,10,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
240,331317.7824,2010, ,3227.54,3395.11,158211,9698,10947,205,76251,5382,26117,1610,38412,2293,9291,276,2640,1587,2.410462827,2.439703253,0,0,6.749586661,1.602205417,9.865120989,0,0.243337727,1.189708253,10.14206975,35,1,5473,425,31876,2493,3456,254,6240,158,5700,479,41040,1810,11452,636,15086,1041,21716,1410,4440781475,310934256,555478.8313,22.80842259,1738888.498,68.42504684,24234,1184,16062,906,11221,832,7412,616,21407,1849,90563,101386,49750,66397,36918,3385,24274,1535,8504,280,5064,96,2697,48,1507,26,1374,16,257365,260379,332374.8678,336267.3079,40085,59937,16273,566,16394,596,67619,4682,8.58,54082,2646,0.317482841,0.317482841,0.423722447,685,1004,1689,3894,351,8015,572,15121,611,43287,1799,22489,805,68712,2402,1,1,0,0,1,0,0,1,13,3,1,2,2,2,2,0,0,0,0,4,4,0,0,0,1,0,0,0,1,4,1,1
241,613375.6596,2010,24512.18,3580.27,3146.86,71147,9426,5470,664,24141,3654,12919,1416,21842,2602,8267,1277,3570,2995,0,0,0,0,0.718218253,1.794663122,3.045936349,0,1.249995,3.883603828,0,29,7,3998,675,17569,2184,1420,145,5662,512,1487,225,30281,3678,8035,1238,6385,764,13402,1745,2127123693,267685390,347158.1859,33.03933289,1028725.454,94.27244413,7680,1324,7916,1454,6007,774,4264,574,8837,817,85726,61666,56603,43899,8722,1519,9925,1499,5840,788,5473,609,2995,352,1077,110,672,68,176005,148937,227302.2307,192345.1739,31255,24888,4471,605,7202,904,31277,4219,12.26,39042,4478,0.011875602,0.011875602,0.839490568,212,432,644,1130,149,2995,306,888,142,2150,345,19965,2845,63880,8377,1,0,0,0,1,0,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
242,905396.3757,2010,21459.13,2979.78,2956.39,32996,7575,2332,510,10935,2709,5123,1162,10870,2369,4363,967,1217,1670,0,0,0,0,0,0,6.937309016,0,2.331569391,1.922770178,0,14,2,2314,521,2090,389,67,19,2756,626,201,60,12088,3027,2086,645,802,126,8332,2130,841233032,210210443,201483.2842,30.46260811,649549.1519,94.36124342,5076,1363,4355,1012,3028,794,1730,520,2222,471,56133,53410,41732,40887,4541,1284,4819,1204,2759,684,2181,526,1247,283,490,107,374,70,95165,96743,122901.1493,124939.0626,21000,22080,5380,1099,5057,1381,9454,2186,13.25,15918,3513,0.372151787,0.372151787,3.266421937,59,148,207,126,42,361,102,5076,1093,13132,2475,4006,1184,13711,3629,1,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
243,1140216.056,2010,10152.45,3408.45,3311.28,51502,9777,2815,453,16164,4178,8569,1542,18837,2910,5696,809,2944,3862,0.748458873,0,0,0,0.568392655,2.670374553,6.909547549,0,0,5.944579394,0.748458873,33,7,2888,583,18157,3154,929,164,3827,615,1303,308,17231,3113,3929,657,8307,1669,7938,1453,1996532292,411865625,596082.2896,35.09487229,1342053.154,76.82373888,2359,793,4118,1080,4447,910,3584,713,12751,2489,132711,122571,93604,81772,8322,2415,9508,1934,4031,765,3618,575,1322,215,312,46,146,35,409445,441693,283061.0124,305354.975,55526,61560,2090,503,3395,612,30827,6134,11.89,31243,5025,0.002294977,0.002294977,0.434747114,331,625,956,1540,442,4453,1048,558,181,1459,345,1371,411,4500,1221,1,0,0,1,1,1,0,5,17,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
244,1155112.313,2010,7135.59,3873.43,3955.9,40924,3678,2722,225,15971,1475,7674,691,11872,1054,3372,289,1625,1312,0,0,0.911700906,0,1.758313154,0.727270979,5.69164357,0,0.782029525,13.83369317,0,26,14,3464,311,7735,806,483,52,2954,287,398,54,16421,1500,3116,211,2441,221,7941,735,1320377243,111135227,346356.9166,45.2208983,832020.6298,99.54810613,3312,270,3511,269,3775,313,3099,263,6461,563,91964,95938,71726,73956,4132,322,6097,525,3748,311,3404,289,1683,134,691,64,402,32,173825,178851,224486.8626,230977.7067,32361,31133,5210,507,4017,305,19024,1618,9.91,24824,2282,0.36747589,0.36747589,0.36747589,95,292,387,883,89,3048,342,2124,312,5990,874,4262,331,16154,1361,1,0,0,1,1,1,0,10,1,2,1,0,0,0,0,1,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0
245,639782.4888,2010,13900.81,3630.47,3615.11,38480,9512,3105,693,16939,3715,7668,1752,9276,2632,2264,891,2363,3107,0,0,0,0,0,1.051477489,8.27393734,0,0,10.35746053,0,32,10,4101,846,5407,1292,301,67,2418,564,895,156,17219,3664,4582,933,2008,537,10515,2585,1197472881,304877189,390571.3102,39.5717455,1005006.451,88.74805938,3466,846,4645,1221,4843,1104,2904,692,3811,1084,71642,75309,59357,60265,4074,1104,5914,1587,3947,950,3252,715,1618,393,570,133,297,66,150319,152463,194129.9623,196898.8381,25846,29045,3791,760,4862,1356,13609,3402,8.12,24808,5799,0.039906667,0.039906667,11.22123129,104,206,310,801,209,2504,614,5819,1238,15764,3045,3524,858,12163,2815,1,0,1,0,1,1,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1113021.722,2010,12912.9,4087.89,4017.37,69127,7756,4292,452,22492,2416,13113,1492,25126,2891,5034,610,3607,3255,0,1.249995,1.249995,1.249995,1.249995,1.249995,6.216724889,0,1.136673053,15.89132389,3.749985,33,15,5621,725,19098,2189,532,56,5265,481,1019,85,23468,2385,5751,607,6440,654,14805,1850,2561736294,304340790,564476.7977,40.6575871,1452271.307,88.82224431,4523,570,7615,922,6588,749,4818,593,13166,1588,107118,97982,73408,73857,10650,1399,12275,1446,6168,744,4881,564,1831,181,622,54,284,32,216320,185744,279367.1688,239879.694,44329,44178,7310,652,6837,747,38526,4774,10.28,41239,4439,0.001316355,0.001316355,6.219459864,154,292,446,2719,322,8251,894,3057,313,6633,647,4419,425,13424,1162,1,0,0,1,1,1,0,13,4,6,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
247,979928.7891,2010,17617.6,2721.7,2729.29,68208,16284,14016,2326,34166,8036,7055,1602,11762,3072,5119,1891,2564,3856,0,0,0,0,0,0,6.824213375,0,1.249995,3.627313486,1.66331417,29,3,2972,717,9373,2828,1084,299,2328,414,4287,1449,35229,7631,21188,4291,4911,1503,10774,2914,1480717322,392633160,371685.9532,31.19015263,1106668.754,78.54955253,11355,2643,8215,2293,4978,1416,2969,848,4094,1070,54109,55113,37110,40626,11079,3198,10241,2734,4736,1162,3337,729,1266,267,558,111,394,66,126710,124183,163640.0424,160376.54,22369,25196,7504,1649,12320,2991,26995,6500,9.14,21203,5215,0.000124153,0.000124153,2.038998416,181,344,525,1676,261,4142,574,3586,624,10495,2013,5395,1140,19502,3789,1,0,0,1,1,1,0,3,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,2
248,1102504.724,2010,18148.13,2899,2790.12,52855,8811,3726,693,22350,3940,9022,1448,14177,2265,4561,640,2226,3240,0.877443171,0,0,0.801368852,1.104356688,2.960004807,8.997846891,1.249995,0.952728882,13.88593565,2.928807022,23,14,4066,754,7701,1191,308,77,3841,624,839,104,22892,3696,5800,1022,1976,244,13209,2102,1479330587,250512804,422642.2801,43.73714347,1163921.37,104.8166595,3466,642,6278,1207,7222,1254,4677,791,5644,900,74641,72164,62972,60522,5818,1175,9000,1603,5305,878,4390,702,1831,299,625,85,316,50,141638,120927,223417.9818,190748.7136,28086,29208,7657,1269,4802,830,22861,3709,10.1,31800,4857,0.258033461,0.258033461,0.311186339,110,191,301,761,99,2550,275,1291,205,3664,505,1979,353,7194,1261,1,0,0,1,1,0,1,11,3,5,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
249,647912.2977,2010,12848.99,3181.14,2717.66,11322,955,815,67,4169,300,1961,212,3349,304,1246,87,442,113,0,0,0,0,0,0,8.157401408,0,1.249995,0.940814352,0,10,1,637,45,1156,37,31,0,1071,105,41,1,4384,246,522,12,240,29,1941,102,278246711,19191740,50165.18301,35.9697948,118241.9194,101.6244799,1404,214,1259,103,805,37,764,46,922,37,68177,44457,47130,25562,1063,95,1582,129,856,77,785,64,452,36,230,17,185,19,127107,74422,164152.7493,96112.53438,22099,14963,2490,237,1867,158,3119,221,9.55,6441,430,0.140234951,0.140234951,0.140234951,23,59,82,18,1,64,2,541,158,1653,420,1229,98,5434,429,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
250,1312177.371,2011,14941.08,3527.87,3930.84,69122,15085,4110,416,35627,8951,11810,2146,14454,3001,4338,698,3323,5950,1.249995,0,0,0,1.249995,0,1.249995,0,0.000386813,0,1.249995,31,0,3589,769,15125,5385,695,200,3842,421,1398,499,22410,3009,4371,821,6138,2125,10951,2314,2233853263,628467486,400839.8076,25.86637456,1167033.312,63.36556127,7448,968,10228,2042,7941,2280,4367,1390,7549,2899,79184,110918,52918,68182,12998,4603,11048,3237,5646,1032,4048,471,2198,154,923,53,674,30,148645,279961,191968.0696,361556.5456,32902,61128,9130,824,8567,923,31053,9243,8.28,35108,7307,0.000843851,0.000843851,2.613467692,239,533,772,6868,2175,16589,4645,5432,1210,11203,1971,10782,1344,35758,3011,1,0,0,1,1,1,0,0,10,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
251,1138729.572,2011,12471.69,2779.1,2892.21,20286,4016,1994,211,6536,1087,2930,510,5836,1244,3467,1018,1151,1155,0,0,0,0,0,0,4.47999542,0,1.249995,8.71606368,0,11,7,761,262,1770,506,115,12,1449,219,146,64,6816,856,1534,93,753,244,3439,803,453439317,103782362,150949.847,47.00904007,389861.6142,106.7391313,3085,525,2587,549,1522,391,1029,241,1167,332,56543,64959,40136,47759,2602,641,2896,719,1476,306,1175,207,662,92,336,50,243,24,102215,145420,132005.8948,187803.1328,20403,26826,3778,675,2172,423,6548,1400,12.49,9481,2084,0.00193755,0.00193755,2.118844903,61,132,193,65,28,213,89,861,117,2404,304,4409,659,14977,2047,1,0,0,1,2,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
252,652446.6429,2011,5596.36,4687.61,4915.21,13580,3447,810,203,4045,926,2816,682,4970,1398,1105,279,1450,1397,0,0,0,0,0,0,1.249995,0,0,0,0,2,0,762,212,3668,1021,257,81,1235,241,100,30,5027,1198,822,217,1097,318,3442,826,525846947,136151217,122633.8388,55.19897345,252328.7277,105.1920024,408,71,705,129,1104,241,1213,299,3086,865,112588,124078,96485,104782,912,187,2327,604,1330,334,1202,305,491,118,152,35,102,22,237774,242323,307074.007,312948.8279,39727,43243,1299,286,1279,312,7666,1987,10.36,9210,2434,3.322146175,3.322146175,3.342863567,23,50,73,61,16,210,48,163,34,409,85,1428,295,5202,1092,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,816042.2361,2011,16513.42,4243.46,4092.72,53975,11558,3026,610,20561,4949,12085,2425,15870,3192,3104,533,1342,4765,0,0.833209082,0.29023353,0,0.29023353,1.160847223,9.667788169,0,1.203905735,8.485021785,3.024680668,38,8,3765,867,15053,2826,959,167,4078,832,1332,252,21303,4520,4345,867,6187,1071,11644,2815,1946265584,417888333,762145.2133,40.66002305,1801614.359,85.12870006,1758,416,3840,917,4344,1143,4227,1061,12933,2534,125664,106947,96246,88075,6660,1539,8046,1805,4831,1121,4689,977,1943,431,615,126,315,72,223043,196066,288049.6091,253210.0745,47250,42142,4924,1219,4904,1289,32228,6531,8.29,31397,6553,0.003875355,0.003875355,6.074533324,98,197,295,3016,865,9836,2635,2661,786,6493,1716,3382,829,12271,2895,1,0,1,0,1,0,1,7,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
254,805397.6793,2011,12990.67,2182.53,1856.66,36516,10894,11537,5682,18852,5421,2563,364,4832,466,2295,196,352,270,1.364050621,0,0.801092827,0.276401354,1.297677432,0.646235987,4.780156702,0,0,1.981460221,1.640451976,16,4,988,165,4096,533,1100,184,1100,130,3694,1911,24474,9171,16078,6681,2526,897,4004,548,694998934,114915333,162761.3452,24.98432164,560641.4503,85.9824795,7201,2087,3812,680,2554,319,1207,109,2059,220,49809,33553,31469,19435,6071,1408,6032,1243,2502,425,1470,236,511,68,160,22,87,13,143513,138589,226375.583,218608.528,21601,14444,2788,510,5376,1737,11907,3020,9.82,10914,1610,0.780689331,0.780689331,14.52898885,85,246,331,1093,617,3041,1873,845,223,2322,894,659,155,2252,731,1,0,1,0,2,1,0,0,4,2,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,1,0,1
255,687310.2318,2011, ,2735.3,2622.18,16549,7527,4089,2617,6901,2970,1708,636,3187,1159,1632,647,786,821,1.249995,0,0,0,0,0,5.347052189,0,1.249995,2.713771104,1.249995,8,5,482,187,1497,537,153,81,767,336,343,201,7884,3838,4613,2549,751,302,2541,992,356107750,135506336,142081.1779,43.5170392,410786.6205,122.7994728,2693,1229,2049,766,1102,399,681,278,881,290,52435,48170,36192,32133,2357,1111,2558,976,1198,456,791,259,316,98,117,39,68,26,111816,100742,144405.1375,130103.5841,21092,19123,2137,958,1841,859,5662,2362,9.76,6654,2477,0.005468048,0.005468048,22.57255325,60,125,185,90,49,268,140,147,71,596,369,901,363,3421,1399,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
256,311447.5977,2011,5145.91,1992.13,1943.01,41086,8487,11587,1502,19839,4636,4193,879,6141,1380,2738,672,1107,1769,0.053599743,0,0,0,0.003943905,0,1.481203613,0,1.249995,0.725265311,0.053599743,12,1,1214,285,6484,1729,1774,450,1546,363,2965,685,24494,4561,15509,2581,3847,1092,4000,869,852370522,201752848,198999.8709,31.50602493,509184.4526,77.40569132,8630,2049,4140,1114,2604,676,1758,475,3535,707,59465,53252,34003,34342,7533,2112,6711,1631,3228,643,2169,430,724,142,226,41,76,21,204449,200411,300562.4008,294626.0989,25928,26650,2115,464,4474,1034,13142,3157,8.36,13732,3211,0.530632782,0.530632782,1.202982976,120,218,338,1379,361,3219,675,3889,628,8936,1203,701,183,2138,501,2,1,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
257,1152346.148,2011,17649.94,2361.04,2022.17,51428,2715,3778,171,20325,1126,7456,387,14681,712,6364,377,517,423,0,0,1.209933142,0,2.459928142,3.072683632,3.280142377,0,0,10.38278139,0.540063848,29,10,3867,149,5320,233,137,3,3366,126,546,18,19226,750,5496,261,1823,77,13736,622,1305223624,67242333,212429.749,32.8507905,748697.9586,112.4127675,6766,577,9276,546,6042,357,3401,130,2806,66,55281,43501,44422,35774,8699,704,9208,476,4611,229,3219,159,1579,62,616,30,361,17,90672,73850,143024.8609,116490.0518,22796,20655,5627,285,5550,421,16754,871,12.82,25311,1121,0.127291987,0.127291987,0.141769482,126,261,387,609,29,1806,70,5101,177,13458,398,1498,85,5190,284,1,0,0,1,1,1,0,8,2,3,1,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0
258,820609.68,2011, ,3579.78,3627.76,157685,14483,6140,216,77850,8856,27300,2280,39090,2689,9014,522,6726,5334,1.249995,0,0,0,1.249995,1.763342571,4.858035246,0,0.777899065,0.282649254,2.49999,25,2,5787,607,42647,4918,4810,368,5089,268,5797,759,33032,2601,8063,781,20208,2142,21136,1664,5341272585,591220087,596280.7295,30.16473007,1589843.726,68.81242218,18030,1684,15739,1373,12380,1561,9314,1299,30840,3511,115343,122606,68042,76778,40447,4882,28610,3185,8667,821,4699,334,2034,110,1004,56,839,38,308683,315663,398649.6661,407664.0099,55707,71475,11913,700,13944,1447,83735,9440,8.18,60109,5161,0.422575739,0.422575739,0.422575739,785,1279,2064,4753,724,9138,1278,5544,508,18234,981,20539,1850,58752,4310,1,0,1,0,1,1,0,0,4,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1
259,1141364.457,2011,74586.05,3220.61,3201.26,403,157,28,11,107,41,65,26,144,57,64,25,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,52,20,1,0,26,10,3,1,107,41,10,2,5,2,81,31,11217289,4297387,5124.042483,24.17001171,7229.542122,34.10161378,51,21,53,20,50,20,18,7,37,15,64265,62951,49855,49697,47,18,80,31,36,14,24,9,11,4,6,2,2,1,82308,80331,106296.9348,103743.7317,25499,24722,74,29,50,19,133,52,11.39,267,105,2.250394163,2.250394163,2.274823713,0,2,2,0,0,0,0,2,1,5,2,19,7,71,28,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,831389.9052,2011,6713.63,4411.84,4311.31,22667,4979,1262,320,7471,1926,5277,1122,7316,1427,1580,251,2631,2175,0,0,0,0,0,0,1.158828369,0,0,1.058521641,0,15,1,1364,279,7445,1534,1097,303,1631,389,420,106,8327,1846,2123,503,3967,915,3791,829,946932787,201288442,349408.1768,41.42114975,816553.4258,90.33370797,852,179,1852,458,1780,398,1531,364,6437,1330,138648,123589,103062,97785,3329,849,4077,839,2000,446,2053,415,716,123,222,44,55,10,377430,349073,487433.2033,450811.4632,57475,51771,793,143,1564,388,13567,2971,8.87,14049,2796,3.841448382,3.841448382,10.22703427,47,92,139,1255,322,3999,1024,374,103,812,218,1188,311,3332,811,1,0,1,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
261,786390.9159,2011,38550.82,4410.77,4210.41,63457,9763,3950,569,20897,3332,19007,2955,17000,2431,3366,602,1856,4037,0,0,0,1.249995,1.249995,3.541970452,5.731518352,0,0,7.91042504,2.49999,28,7,4224,640,22738,3311,1168,121,6799,918,1206,265,31911,5158,5239,867,10176,1406,10133,1705,2361798737,348107760,962337.9701,51.76035396,2143405.825,98.9415638,1717,503,2977,547,4294,667,4525,618,18387,2606,138317,131810,110304,104451,5793,994,8357,1255,6063,850,7811,1191,2764,459,803,144,308,47,269581,293581,348151.2608,379146.139,47512,44796,3161,549,3894,621,43232,6737,7.2,44532,6870,0.01371051,0.01371051,13.99693354,99,206,305,6404,914,22113,3260,2789,472,7204,1188,2195,322,7848,1138,1,0,1,0,1,1,0,7,11,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
262,568298.9781,2012, ,4610.55,4462.11,32681,3801,2681,313,8291,997,8673,903,11137,1357,2420,298,2323,1702,1.249995,0,0,0,0,2.242523228,6.917331746,1.249995,1.249995,8.598699787,2.49999,9,7,1855,251,10692,941,856,68,3892,363,403,50,16546,1654,3024,299,3820,319,5785,811,1256595987,146458492,202417.6549,54.02635736,443986.0937,107.4138053,1073,133,1406,219,1797,255,2099,293,9607,1014,153469,142653,119101,105758,2466,239,4619,624,2926,368,3733,419,1574,178,485,60,179,24,325540,288861,420419.6937,373050.4796,50834,50789,2966,534,1907,290,18077,2006,7.48,24226,2729,3.189080813,3.189080813,6.347540728,66,146,212,748,41,2781,136,369,36,1095,104,1687,156,6442,597,1,1,0,0,2,0,1,7,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
263,1053545.394,2012,10694.53,2547.32,0,5657,0,500,0,2048,0,978,0,1632,0,635,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,311,0,8,0,443,0,6,0,2193,0,465,0,81,0,910,0,123262290,0,261.1202068,32.64002585,367.1098251,45.88872814,1356,0,692,0,402,0,164,0,188,0,41630,0,25906,0,714,0,798,0,430,0,354,0,258,0,116,0,132,0,68847,0,88912.68247,0,14626,0,1246,0,711,0,1219,0,11.74,2766,0,0.362035823,0.362035823,0.769776007,22,96,118,17,0,47,0,1009,0,2502,0,816,0,3343,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,963906.4236,2012,14077.14,3288.01,3479.62,23098,6792,1377,382,7210,1473,3635,984,7242,2435,3980,1596,1728,2330,0,0,0,0,1.249995,0,3.214825749,0,1.249995,0,1.249995,9,0,1334,380,4120,1566,187,69,1377,378,169,55,6455,1720,1116,339,1400,632,4313,1482,656927938,214845312,196624.3313,46.12658693,464470.4271,99.14040862,2454,644,2468,570,1771,426,1524,437,3251,1392,85661,108358,59807,80416,3226,1072,3981,1298,1715,466,1417,383,695,176,248,51,187,24,206372,260863,266519.7918,336892.3713,33354,44578,2508,487,2440,340,9169,3090,11.15,12620,4077,0.001355031,0.001355031,2.383601336,71,168,239,75,31,245,114,217,64,655,171,3179,438,10788,1399,1,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
265,477290.2383,2012,7802.41,2709.67,2759.6,21429,7765,2166,352,7894,3127,2993,1053,6595,2487,2270,845,1406,1618,0,0,0,0,0.988405966,1.249995,2.400040114,0,0,0,0,6,0,942,435,2397,1101,631,413,1007,301,1435,1058,7297,2518,2317,611,983,536,4034,1371,502740065,198679708,101736.0216,25.45963694,341522.3134,78.43009131,4452,1697,2798,1141,1564,591,897,386,1278,535,51499,53179,32555,33472,4440,2002,3330,1306,1368,476,908,301,526,152,214,62,202,52,156164,193913,156164,250429.5757,22557,25708,2093,634,3380,933,6424,2808,9.35,7664,2961,0.020314022,0.020314022,3.80388436,101,184,285,451,311,963,636,2636,807,6361,1802,2833,976,8800,2654,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
